Sex,Age,Race,Number,Home,Zone,Ext,Obs,Shy,Calm,Frightened,Intelligent,Vigilant,Persevering,Affectionate,Friendly,Solitary,Brutal,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBird,PredMamm
-0.5731324409338279,0.507054732211073,12,0.12342413740692182,1.0742085995989568,0.1507760552783799,2.0020981593592375,1.8059801890138596,4.220626027773704,4.488496928584423,2.8754644218368774,2.8503469355519178,3.8191687345480436,3.8092831593969914,1.884841061647283,3.4143696856302923,3.126546485070056,0.38583523689478527,4.916805240614346,3.7522125622821374,2.7644575433739162,3.466698698516069,4.135768105154805,2.2831707780741914,-1.1507312064464643,2.0937530223097744
-0.49035893658698637,1.5505978297046337,12,1.1767721113944343,2.125144223568725,0.7636375572149804,1.845525629746978,2.839231305327686,3.4727480957927943,3.615469728053343,-0.18395634516499415,3.6582401145762784,5.346149975650407,0.6934484911159022,4.8758419373882305,2.6903148548118274,2.5964244475117355,-0.7444906114707768,1.9722675006690071,-0.9002549318536066,2.6980975343811,2.627146937058563,2.3316914069420482,2.110134674103012,0.9345884223952297,-0.8511282939637077
0.48880578812333897,2.290857572095626,12,-0.48394266319708845,1.0139368140247544,0.6570333751240871,0.3114245751098741,2.2883828290275408,-0.7504139210993466,5.000049136068526,3.9351182799487705,8.352071770193106,2.2142308506197317,5.169633603535021,4.688855519540919,2.45773721068888,2.2832703385005497,1.7823825394305661,1.6722719996969737,0.6098758370301967,2.774182351740355,2.7057553147530373,3.513880925351965,1.7632169534030546,0.031570127693681616,0.6404152572218185
0.6498154175248932,2.116338137933826,12,-0.5603430773900924,-0.9616503509030838,-1.2451028304022862,-0.16860307491891624,2.1518961879278677,2.7165462287411652,3.483360136888855,0.36684249467929186,2.0817463720089218,4.454273518518054,4.364514543114492,3.712484263927684,6.53948795396917,2.8277326122910984,2.3720026582819047,1.5515325204101729,2.824188312132513,1.9198075621742272,4.595875986099523,1.186397064736811,2.5129638588817467,0.286093389275779,0.7821845064904234
0.7888628532255484,1.7188841061817222,12,2.543779421103487,1.9219945519995298,1.2456935272982936,-0.1815165409259487,1.1945743902421848,3.224742966021352,2.4106085588651416,2.9727876348626667,6.846581032802127,3.272488833378364,4.350624763490611,2.961346543567288,3.6626676078947558,2.1634605845964026,1.7115573520200933,2.7089742483645045,3.415587506742937,2.9919164184438953,4.309116939418602,4.31475701370503,2.4703787581258436,-2.1677808507036485,2.16703281606231
-0.7243155742127796,2.3781996446278697,12,2.7500452326507516,1.1674577001121607,1.536804419367852,2.9339856445939207,2.3677862613682303,0.8619281323823365,3.148700965604218,2.7573735849221137,2.736689635581314,4.213902842972068,4.142915004946533,4.522408866463223,4.2595449392356,1.1760122918517268,0.7076749347118767,1.4341389666856885,0.08060306374321158,1.4308292694588292,4.147357182085975,2.4550016898542433,2.510485438973685,1.9117594106918951,1.0544143699968325
-0.08522830165622419,2.0175986708859837,12,1.4044669714204323,2.3745060680349006,0.12360612823627426,2.0174627853246765,2.069043046444793,-0.647018772147693,4.44003333566811,1.6100073679512361,2.9907706437033665,3.091004489864295,3.9637800667343015,3.541620022845178,3.712158351277873,2.2881480522617625,1.8971641180237213,1.3362335103378358,4.01535535439081,2.3528387540710667,3.3295082938782645,1.1945235937922116,1.6859347866378505,0.2625562695240485,-2.204972028076214
0.9354549492343733,-0.6011959510695937,12,0.10997695801932772,2.8097785003165474,0.1801019769400639,0.11637376235822883,2.7060272282214264,0.7930958813918834,3.4819040663770013,5.031294629652326,4.2155800283542915,4.199915598794197,4.010923072541547,2.3739163260536467,3.1074797515122654,0.3496725514554644,-0.28741560928415155,4.855771706448477,1.432521572676288,0.4412479198139607,3.740998902716307,2.903384978479158,1.1381795988980292,-0.29539848497534127,-0.4910919598433907
1.067690282230292,1.2064318499781579,12,2.6671093143551725,1.3990756432297204,-0.006788997934511709,-0.6272261471856355,0.5616208659050368,1.9989101858499887,3.6605766379504807,2.6804289540870916,5.484947554703086,4.779839944882192,3.074272378658864,4.281012502593047,5.2194314993894775,-0.9202574584398149,1.9027154064477487,2.2431872769433414,0.7670335486714006,1.3704187658125975,2.73224954302733,2.58117484212177,1.7874048809447636,1.3828676232930486,1.0033376494755142
-0.15918137592035442,2.246047890137828,12,-0.772442104700718,1.9628287459287608,0.789663258639815,0.9310673834185405,2.4276378830703718,1.3448405760793483,4.966474839624247,3.3569334937081017,4.904272272678412,6.357452519453399,2.450808486883491,5.008539280300307,1.099202032754242,2.492279924143087,2.911331215582094,2.382436107955696,3.7853818322736994,2.3508952983509497,2.6599725393149405,2.2114370573586184,3.7747637199784885,0.5474555000007217,1.1464924785168473
-0.36827194414059583,1.1701195969030862,12,2.1924462971888508,0.675182750080151,-0.039442978844130394,0.04438352424339431,1.696860562146682,-0.30873883063358276,4.687804104550676,5.494276557719058,5.566868775055639,3.3384045572100516,4.981114913220993,3.671229759104717,6.595310255757667,2.8867841038092736,0.5425347348165324,4.222258963166245,2.6093020420039936,3.432711142980307,4.275789737049882,2.613195171671619,2.2162113988461507,0.9873571802330215,0.8619277333583661
0.273125347834452,0.05001052681102114,12,2.7472466908546544,1.9309786221981347,1.2138785491791158,1.0988929521784812,1.8348526751691137,1.0587842195784953,3.8706449396024536,3.2192705782209248,5.659525016738026,1.695774025456564,2.099501853451558,3.9062480999122053,3.876712426676707,1.831394857641319,1.3036686740032035,2.0987370173534234,-0.34410096403004387,0.0634848507753385,5.985449065576369,4.8389347931336255,2.3684636519550493,2.0851503349114955,0.6465084594174884
0.5852030497371878,1.786233612602671,12,0.783912354469851,1.880344928746946,1.8450480666769775,0.8516627468186916,3.119059093637478,0.8414029547343036,4.442599597889814,1.7397137225018868,4.052644556062524,4.9290591672818485,2.3306350045114947,4.613563843834861,0.32005561213579004,-0.048856085070797306,1.0477687825830895,3.5002880098163653,1.6141667027062572,3.339064928237353,3.819710056065939,2.06430818676493,1.4421036481332228,0.7961647850230091,-0.15951373654929946
0.660296283580985,1.949021610130978,12,0.26531390543363553,0.9482525034573764,1.7984115800162686,-1.3242792355048387,2.5620511873075005,2.7243696306550462,4.606823498404594,4.506091025514753,5.771369988893662,4.01673822803978,2.772572125853884,4.298958772300995,6.098247850550061,3.0297244375565437,-0.3715199449630078,1.8059010719183468,2.3212824931800204,2.9495924547914294,3.5096756252104417,4.237841541448386,1.4077312989144244,0.03213487751789934,1.26354118296083
0.3889229766230244,1.1495937664673832,12,0.5013652594369256,2.1768943977747464,1.2174724922605924,1.7241894097184238,2.453476805205649,1.487028795539193,2.7352432477091835,1.9918862803595387,4.407585111316854,5.512304666162684,3.330238960466991,4.678252307000283,2.5395770055577254,1.4603195079831244,1.3223129740696316,1.6477472883520559,2.449741016239063,4.3158080628612385,7.313476376508797,4.001025158843447,0.5880911887647875,1.4165950823970304,2.371840998256351
-0.6655117852623138,1.5111811993455229,12,1.7567370280550807,4.041990764573287,0.45222747605769376,2.6921778616620453,3.1486426338584454,1.7912051352169898,3.1983767446158273,3.0613583406743627,4.950406343304582,5.197896116319035,3.778849944280463,3.21035573113045,3.7418333519486495,3.333996173707066,3.5478255746358918,3.7459454191370174,2.874264800618807,1.5464407682137136,1.705842817705614,6.2234592005747995,2.0378342261133593,0.8866609730764706,0.31269058410424433
1.1284493111416802,0.3808939593524967,12,2.59281171480965,1.0458922028592132,1.1569720315937384,-0.6730442593036223,3.175782221633659,3.1642562961256404,1.5314307053891039,4.085259397884906,6.0010678309080525,3.1098028940770397,7.123206741095078,2.610231580225817,3.4877211805233266,3.7285664540799655,2.408064347225573,1.9521216413606925,2.1556907745096714,4.197019548898941,4.958851446145465,2.1382985069434555,2.9394804866941993,1.056490719074409,1.1398692158391888
0.41371737056009833,0.8069516008129635,12,3.7734692276865536,1.3381724945031184,0.17280462190886564,1.2009763181597732,2.3835297111609246,1.9971486790479174,3.00226676904108,1.6143039607973064,2.397361152170107,4.682904081882196,6.117148461201725,5.350524344952671,2.752091817607238,2.1794983335045117,0.9795254282389653,2.6138163258660807,1.0162245530184264,1.5510404323702767,2.77867503067846,3.0405638119873615,1.8997924152753363,0.2242529466273273,1.9073239825477526
0.5175671712398325,2.064113345913696,12,1.8204671167275364,0.11466545412430196,0.21904721578449132,-1.0700149755436652,3.0821621028324158,1.826742653316412,4.342189372764164,4.1545149279763525,2.8145139006178717,4.5806063873931615,3.5610963356619605,4.499033391780957,5.208207787248578,3.123999745813286,-0.03223674275880395,1.317964524374191,4.918688812259294,2.2003373587076944,5.491666293136985,2.450876901939043,3.8489316013360284,-0.8794310810452362,-0.48637166847351376
0.6228923979317041,2.352298907561218,12,1.4916419161255692,1.5335348380892904,0.41289879453181355,2.6314591408399775,1.7607502539616746,3.249026365447707,4.344090511493281,3.0783963441790645,4.997904573304146,3.560995419836937,2.912925190134714,5.36612037010421,3.44129850887981,2.174349136845148,1.0471328793568788,1.8899720644750628,-1.6604200886682858,0.8782936578253908,3.8619193582830986,3.5414726848943596,2.7841535519226257,0.7569207972577735,0.4436858387748009
0.3150732888581125,1.2463642806387958,12,1.3213010509546455,3.6040903683757746,0.6340318951003371,0.652739358904161,1.727318111633917,2.5901845245354633,3.5395547472143036,1.1333671766620286,4.7557675884789115,5.778731060132736,3.4438121491902782,5.939892832265208,1.1421246591249323,2.1827536521771416,1.0999878672121313,3.616931592553531,0.5238442591341861,2.066194331143108,2.565775616744341,3.5620189813494223,2.0154857001258826,-1.0300621964655574,0.5622090922055532
1.317492039171669,0.5819244541597259,12,1.2347880079082403,1.5840160575851598,0.19386097087752419,0.47260859832172797,3.0225136058025726,-0.5393311845931104,4.920670489622255,1.6914701216213952,5.782744902903759,2.7578496410699147,2.0634087277519972,3.410381826359693,1.9930884356547858,2.3840588601400765,0.7207380674492252,3.145883989644424,3.308888704281404,2.5507773967547727,1.0641663953708824,2.533194321615548,3.6991019346196543,-0.4604041104787202,-1.3485550607685124
-0.12027524615888974,1.2188830089647182,12,0.8736804006236112,0.8118815541061832,0.7146241316633796,0.6745346405077632,3.258762676494248,1.1611237332750541,3.707295587652476,3.6912220394841677,4.3019028778229105,4.030690502535924,3.7380064407020868,4.1241332161408835,1.8906961124134334,0.34778669070776624,1.7475565812403826,2.8593167043859644,0.20741426973377708,1.8948115868445292,1.6540572609495063,5.613438552655327,2.0515959900781118,1.3256122441539233,-0.6118979459876204
-0.03604070417015126,0.6680409445458018,12,-0.23792743572091024,0.2490293303426816,0.35543121788398435,0.21916580403611707,1.9585152356390758,4.14195917921794,4.1891168550679545,-1.7716180307237712,3.591080697694645,5.240507473535988,4.066439481919401,4.9126700347434,3.4625892681698054,0.9932645107045919,0.029270021564306248,2.7642384198727314,1.6882813486553416,3.827994077344998,4.452020281929753,2.8154204045619866,2.863136273431921,0.5145100550706965,-0.47046513880596463
-0.6833494413296672,-0.05802127808398283,12,2.4862839803007084,1.0833781881799396,-1.601076859503721,0.162068186400104,2.614041320430704,2.299274262345978,3.716003505230117,2.0248279478581455,4.007726279945915,4.757973880124549,4.173734337185483,4.286179343996317,1.7442014858657127,4.33173051624542,1.5201062606882576,5.13283815580387,1.9946295393467026,2.660337128895169,1.2797830382690822,3.8658981067241487,1.2036844068718509,-0.020882643395374823,-0.5306750885031666
0.3303013348007401,2.416992720588598,12,-0.5680261059311758,-1.1751373095422146,0.8036678261134671,0.48832718085459503,1.7873622008620247,2.2600215072404364,2.8673729013252216,1.4619731750257434,4.180234493211408,3.3433921608762223,4.220819611115798,4.052885486211195,6.4303108436357315,2.5256366163704356,1.6379155505659257,3.0127918298103533,2.9824166404347667,1.6149530335706148,2.840421684982919,1.4152582194397656,3.8750662194516243,0.9449910393089385,0.8460940515630611
1.0,1.0,13,0.0,2.0,0.0,2.0,2.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0
0.0,1.0,13,1.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0
0.0,0.0,13,2.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0
1.0,1.0,13,2.0,3.0,2.0,0.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,0.0,0.0
1.0,2.0,13,2.0,2.0,2.0,0.0,2.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,0.0,0.0
1.0,0.0,13,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0
0.0,0.0,13,1.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,3.0,2.0,4.0,5.0,3.0,0.0,0.0
1.0,2.0,13,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0,0.0,0.0
1.0,1.0,13,4.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,0.0,0.0
0.0,0.0,13,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0
1.0,1.0,13,2.0,3.0,1.0,0.0,2.0,1.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0
1.0,1.0,13,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,3.0,0.0,0.0
0.0,2.0,13,1.0,3.0,1.0,0.0,3.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0
0.0,0.0,13,1.0,3.0,2.0,0.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,0.0,0.0
0.0,3.0,13,2.0,3.0,2.0,0.0,3.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,3.0,0.0,0.0
1.0,2.0,13,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,0.0,0.0
0.0,2.0,13,3.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,0.0,0.0
1.0,2.0,13,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0
0.0,2.0,13,0.0,3.0,2.0,0.0,2.0,1.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0
1.0,1.0,13,1.0,0.0,2.0,0.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,0.0,0.0
1.0,3.0,13,0.0,1.0,0.0,2.0,3.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,0.0,0.0
1.0,2.0,13,3.0,3.0,1.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,0.0,0.0
0.0,0.0,13,1.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0
0.0,2.0,13,1.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0
0.0,1.0,13,0.0,2.0,1.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0
0.0,0.0,13,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0
0.0,0.0,13,1.0,2.0,1.0,0.0,3.0,2.0,5.0,1.0,4.0,3.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,0.0,0.0
1.0,2.0,13,0.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0
1.0,0.0,13,1.0,0.0,0.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0
0.0,1.0,13,1.0,2.0,2.0,0.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0
0.0,1.0,13,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,13,1.0,3.0,0.0,0.0,3.0,2.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0
1.0,1.0,13,1.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,5.0,2.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0
0.0,2.0,13,1.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.0,2.0,13,5.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0
0.0,2.0,13,1.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0
1.0,0.0,13,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0
1.0,1.0,13,1.0,1.0,0.0,0.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,0.0,1.0
0.0,0.0,13,1.0,3.0,1.0,0.0,2.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0
0.0,1.0,13,2.0,3.0,1.0,0.0,3.0,2.0,5.0,1.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0
0.0,0.0,13,0.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0
1.0,1.0,13,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,2.0,0.0,0.0
1.0,1.0,13,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,0.0,0.0
1.0,1.0,13,3.0,2.0,0.0,0.0,2.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0
0.0,2.0,13,1.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,1.0,2.0,0.0,0.0
1.0,2.0,13,1.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,0.0,0.0
1.0,1.0,13,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0
0.0,3.0,13,5.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,0.0,0.0
0.0,1.0,13,3.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0
1.0,1.0,13,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,5.0,3.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,0.0,0.0
1.0,0.0,13,1.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
0.0,2.0,13,2.0,2.0,2.0,0.0,3.0,1.0,4.0,1.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0
1.0,0.0,13,1.0,1.0,0.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0
0.0,2.0,13,1.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0
1.0,2.0,13,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0
0.0,1.0,13,3.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0
1.0,2.0,13,2.0,2.0,0.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,0.0,13,2.0,2.0,0.0,1.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,0.0,0.0
1.0,2.0,13,1.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,0.0
0.0,2.0,13,3.0,2.0,1.0,0.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0
0.0,2.0,13,1.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0
0.0,1.0,13,1.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0
1.0,2.0,13,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0
1.0,2.0,13,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,0.0,0.0
1.0,1.0,13,2.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0
0.0,2.0,13,2.0,2.0,0.0,0.0,3.0,1.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0
1.0,1.0,13,0.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0
0.0,0.0,13,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0
0.0,0.0,13,2.0,1.0,0.0,0.0,3.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0
1.0,2.0,13,2.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,5.0,5.0,1.0,1.0,4.0,3.0,5.0,5.0,2.0,1.0,0.0,0.0
1.0,2.0,13,2.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
1.0,3.0,13,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0
1.0,0.0,13,5.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0
0.0,1.0,13,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0
1.0,1.0,13,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,0.0
0.0,0.0,13,4.0,3.0,1.0,0.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,0.0,0.0
0.8867480732626569,0.3892032162706345,13,1.6954126662482065,3.1196559281403458,2.1105968537178814,0.02898188802627555,2.56490406912107,-0.028046785551380626,2.1475764660081325,0.39178708941157336,4.869700914019801,3.942808654787688,2.241452103858368,4.691981712439642,3.686893341014348,0.19136019853189645,1.7639532622896277,2.057272206233468,1.2910449317197406,2.4754555568165024,4.172463784357523,4.362449038309506,2.45296349840299,0.22562851563711034,0.34168608734128136
